RAZ Level,Book Title,单词1,单词2,单词3,单词4,单词5,单词6,单词7,单词8,单词9,单词10,单词11,单词12,单词13,单词14,单词15,单词16,单词17,单词18,单词19,单词20,单词21
D,关于狐狸的一切,浓密的,狐狸,毛皮,猎人,哺乳动物,尖尖的,,,,,,,,,,,,,,,
D,All About Foxes,bushy,foxes,fur,hunters,mammals,pointy,,,,,,,,,,,,,,,
D,虎鲨,钝,视力,鳍,鳃,条纹,虎鲨,,,,,,,,,,,,,,,
D,Tiger Sharks,blunt,eyesight,fins,gills,stripes,tiger sharks,,,,,,,,,,,,,,,
D,谁跑得更快,羚羊,猎豹,快点,跑步,松鼠,龟,,,,,,,,,,,,,,,
D,Who Runs Faster,antelope,cheetah,faster,run,squirrel,tortoise,,,,,,,,,,,,,,,
D,他们如何游泳,尸体,鳍,脚蹼,爪子,游泳,尾巴,,,,,,,,,,,,,,,
D,How Do They Swim,bodies,fins,flippers,paws,swim,tails,,,,,,,,,,,,,,,
D,动物的舌头,刷子,长的,黏,强的,薄的,舌头,,,,,,,,,,,,,,,
D,Animal Tongues,brush,long,sticky,strong,thin,tongues,,,,,,,,,,,,,,,
D,为什么章鱼需要八只手臂,武器,抓住,梳理,八,击掌,章鱼,,,,,,,,,,,,,,,
D,Why Does an Octopus Need Eight Arms,arms,catch,combing,eight,high fives,octopus,,,,,,,,,,,,,,,
D,少于,比较,数数,更少,少于,数字,全部的,,,,,,,,,,,,,,,
D,Less Than,compare,count,fewer,less than,numbers,total,,,,,,,,,,,,,,,
D,大于,比较,大于,最伟大的,更多的,数字,蔬菜,,,,,,,,,,,,,,,
D,Greater Than,compare,greater than,greatest,more,numbers,vegetables,,,,,,,,,,,,,,,
D,我数了100件事,数数,橡皮糖,冰屋,棉花糖,回形针,彩虹,,,,,,,,,,,,,,,
D,I Count 100 Things,count,gumdrops,igloo,marshmallow,paperclips,rainbow,,,,,,,,,,,,,,,
D,在图书馆,图书,图书馆,听,读,故事,访问,,,,,,,,,,,,,,,
D,At the Library,books,library,listen,read,stories,visit,,,,,,,,,,,,,,,
D,爸爸的一天,早餐,抓住,父亲节,野餐,计划,一起,,,,,,,,,,,,,,,
D,A Day for Dad,breakfast,catch,Father's Day,picnic,plan,together,,,,,,,,,,,,,,,
D,我的邻居,面包店,消防局,杂货店,图书馆,邻里,街道,,,,,,,,,,,,,,,
D,My Neighborhood,bakery,fire station,grocery store,library,neighborhood,streets,,,,,,,,,,,,,,,
D,游览城市,飞机场,自行车,公共汽车,车,渡船,房子,办公室,学校,滑板,店铺,地铁,出租车,走,工作,,,,,,,
D,Getting Around the City,airport,bike,bus,car,ferry,house,office,school,skateboard,store,subway,taxi,walk,work,,,,,,,
D,把它们还给他们！,复活节,打猎,计划,偷偷摸摸的,对不起,需要,,,,,,,,,,,,,,,
D,Give Them Back !,Easter,hunt,plan,sneaky,sorry,takes,,,,,,,,,,,,,,,
D,玛丽亚的万圣节,鬼,万圣节,南瓜,蜘蛛,对待,诡计,,,,,,,,,,,,,,,
D,Maria's Halloween,ghost,Halloween,pumpkin,spider,treat,trick,,,,,,,,,,,,,,,
D,乡村场所,城市,畜栏,国家,农家,果园,棚,,,,,,,,,,,,,,,
D,Country Places,city,corral,country,farmhouse,orchard,shed,,,,,,,,,,,,,,,
D,我的新学校,公共汽车,车,城市,国家,朋友们,学习,早晨,学前班,读,故事,老师,,,,,,,,,,
D,My New School,bus,car,city,country,friends,learn,morning,preschool,read,stories,teacher,,,,,,,,,,
D,我的新城市,城市,不同的,高速公路,搬家了,商店,地铁,,,,,,,,,,,,,,,
D,My New City,city,different,freeway,moved,stores,subway,,,,,,,,,,,,,,,
D,在秋季博览会上,鲍勃,探索,公平的,落下,干草,迷宫,,,,,,,,,,,,,,,
D,At a Fall Fair,bob,explore,fair,fall,hay,maze,,,,,,,,,,,,,,,
D,想象一下海滩,崩溃,潜水,想象,粗糙的,咸,感觉,,,,,,,,,,,,,,,
D,Imagine the Beach,crashing,dive,imagine,rough,salty,sense,,,,,,,,,,,,,,,
D,气泡,气泡,丰富多彩的,材料,口袋,固体,戳,,,,,,,,,,,,,,,
D,Bubbles,bubbles,colorful,material,pockets,solids,stick,,,,,,,,,,,,,,,
D,我们赠送,熊,给予,保持,老的,桩,谜,,,,,,,,,,,,,,,
D,We Give Away,bear,giving,keep,old,pile,puzzle,,,,,,,,,,,,,,,
D,前往商店,书,书店,衣服,外套,食物,祖父,祖母,宠物,鞋,店铺,玩具,,,,,,,,,,
D,To the Store,book,bookstore,clothing,coat,food,grandfather,grandmother,pet,shoes,shop,toy,,,,,,,,,,
D,我们的晚安故事,书,带来,伙伴,选择,爬,夜晚,读,,,,,,,,,,,,,,
D,Our Good Night Story,book,brings,buddy,choose,climb,night,read,,,,,,,,,,,,,,
D,没有什么能让我害怕！,西兰花,鬼,大猩猩,海盗,害怕的,吸血鬼,,,,,,,,,,,,,,,
D,Nothing Scares Me !,broccoli,ghost,gorilla,pirate,scared,vampire,,,,,,,,,,,,,,,
D,你看到了什么？,吠,颠簸,蕨类,墨水,灯,件,,,,,,,,,,,,,,,
D,What Do You See ?,bark,bumps,fern,ink,lamp,pieces,,,,,,,,,,,,,,,
D,让我们制作一个喂鸟器,喂鸟器,鸟食,干的,水果,悬挂,切片,,,,,,,,,,,,,,,
D,Let's Make a Bird Feeder,bird feeder,birdseed,dried,fruit,hang,slices,,,,,,,,,,,,,,,
D,泥球！,干燥,混合,泥,沙,舀,形状,,,,,,,,,,,,,,,
D,Mud Balls !,dry,mix,mud,sand,scoop,shape,,,,,,,,,,,,,,,
D,动物服装,头巾,服装,鳍,鬃毛,鼻子,穿,,,,,,,,,,,,,,,
D,Animal Costumes,bandanna,costumes,fins,mane,snout,wear,,,,,,,,,,,,,,,
D,因为你回收,柜台,垃圾,报纸,塑料,回收,钢,,,,,,,,,,,,,,,
D,Because You Recycle,counters,litter,newspaper,plastic,recycle,steel,,,,,,,,,,,,,,,
D,我需要一块橡皮擦,抽屉,橡皮,固定的,成立,错误,需要,,,,,,,,,,,,,,,
D,I Need an Eraser,drawer,eraser,fixed,found,mistake,need,,,,,,,,,,,,,,,
D,熊巴迪,不同的,散架,丢失的,爱过,老的,玩具熊,,,,,,,,,,,,,,,
D,Buddy the Bear,different,fall apart,lost,loved,old,teddy bear,,,,,,,,,,,,,,,
D,剃掉它！,前,胡须,毛茸茸,刮胡子,光滑的,荒野,,,,,,,,,,,,,,,
D,Shave It Off !,ago,beard,hairy,shave,smooth,wild,,,,,,,,,,,,,,,
D,凯蒂和凯蒂,两个都,班级,主意,姓名,学生,转动,,,,,,,,,,,,,,,
D,Katie and Katie,both,class,idea,name,student,turn,,,,,,,,,,,,,,,
D,只是一个修剪,乐趣,理发,害怕的,更短,剪断,修剪,,,,,,,,,,,,,,,
D,Just a Trim,fun,haircut,scared,shorter,snip,trim,,,,,,,,,,,,,,,
D,我的第一堂课,表演,戏服,线,紧张的,道具,阶段,,,,,,,,,,,,,,,
D,My First Class Play,acting,costume,lines,nervous,props,stage,,,,,,,,,,,,,,,
D,后院露营,后院,营,手电筒,睡衣,睡袋,帐篷,,,,,,,,,,,,,,,
D,Backyard Camping,backyard,camp,flashlights,pajamas,sleeping bags,tent,,,,,,,,,,,,,,,
D,我隐藏,在后面,封面,隐藏,里面,困,时间,,,,,,,,,,,,,,,
D,I Hide,behind,covers,hide,inside,sleepy,time,,,,,,,,,,,,,,,
D,枕头堡密码,反正,曲奇饼,知道,密码,枕头堡,通缉,,,,,,,,,,,,,,,
D,Pillow Fort Password,anyway,cookies,know,password,pillow fort,wanted,,,,,,,,,,,,,,,
D,图西会说话,生日,蛋糕,好的,制作,没有什么,甜的,,,,,,,,,,,,,,,
D,Tootsie Can Talk,birthday,cake,good,make,nothing,sweet,,,,,,,,,,,,,,,
D,美元和美分,账单,携带,美分,一毛钱,美元,半美元,镍,一分钱,四分之一,,,,,,,,,,,,
D,Dollars and Cents,bill,carry,cents,dime,dollar,half dollar,nickel,penny,quarter,,,,,,,,,,,,
D,我喜欢我的头发,辫子,卷曲,不同的,尖峰,直的,摇摆,倒挂,,,,,,,,,,,,,,
D,I Like My Hair,braids,curly,different,spikes,straight,swing,upside down,,,,,,,,,,,,,,
D,我没有放弃,漂浮,放弃,重要的,保持,领带,尝试,,,,,,,,,,,,,,,
D,I Did Not Give Up,float,give up,important,keep,tie,trying,,,,,,,,,,,,,,,
D,谁想打篮球,阿姨,篮球,寻找,邻居,计划,学校工作,,,,,,,,,,,,,,,
D,Who Wants to Play Basketball,aunt,basketball,find,neighbor,plans,schoolwork,,,,,,,,,,,,,,,
D,兴趣爱好,收集,创造,享受,爱好,放松,写作,,,,,,,,,,,,,,,
D,Hobbies,collecting,create,enjoy,hobbies,relax,writing,,,,,,,,,,,,,,,
D,感官,耳朵,眼睛,手指,听到,鼻子,看,感官,闻,品尝,舌头,触碰,,,,,,,,,,
D,Senses,ears,eyes,fingers,hear,nose,see,senses,smell,taste,tongue,touch,,,,,,,,,,
D,社区帮手,贝克,社区,建筑工人,医生,消防队员,重要的,警官,服务犬,老师,,,,,,,,,,,,
D,Community Helpers,baker,community,construction worker,doctor,firefighter,important,police officer,service dog,teacher,,,,,,,,,,,,
D,看护者,保姆,牙医,消防员,园丁,警察,道路工人,,,,,,,,,,,,,,,
D,Caretakers,babysitter,dentist,firefighters,gardener,police officers,road worker,,,,,,,,,,,,,,,
D,工人,贝克,农民,杂货商,磨坊主,卡车司机,工人,,,,,,,,,,,,,,,
D,Workers,baker,farmer,grocer,miller,trucker,workers,,,,,,,,,,,,,,,
D,团队,棒球,连击,捕手,重要的,内野手,外野手,投手,玩家,团队,一起,,,,,,,,,,,
D,The Team,baseball,batter,catcher,important,infielder,outfielder,pitcher,players,team,together,,,,,,,,,,,
D,令人惊叹的工作场所,惊人的,队长,矿工,飞行员,护林员,阶段,,,,,,,,,,,,,,,
D,Amazing Places to Work,amazing,captain,miner,pilot,ranger,stage,,,,,,,,,,,,,,,
D,为什么我不能？,爬,舞蹈,跳,厨房,画,货架,滑动,洗,,,,,,,,,,,,,
D,Why Can't I ?,climb,dance,jump,kitchen,paint,shelves,slide,wash,,,,,,,,,,,,,
D,天高云淡！,起疙瘩的,攀登,大猩猩,跳跃,猴,长满青苔的,,,,,,,,,,,,,,,
D,Sky High !,bumpy,climbs,gorilla,jumps,monkey,mossy,,,,,,,,,,,,,,,
D,最好的朋友 Q 和 U,地震,被子,正方形,尖叫声,眯,压扁,,,,,,,,,,,,,,,
D,Best Friends Q and U,earthquake,quilt,square,squeal,squint,squish,,,,,,,,,,,,,,,
D,天塌下来了,熊,鹿,坠落,狐狸,头,点击数,老鼠,坚果,猫头鹰,兔子,运行,天空,松鼠,,,,,,,,
D,The Sky is Falling,bear,deer,falling,fox,head,hits,mouse,nut,owl,rabbit,runs,sky,squirrel,,,,,,,,
D,什么 ？,早餐,好奇的,晚餐,鱼,午餐,比萨,请,小吃,,,,,,,,,,,,,
D,What ?,breakfast,curious,dinner,fish,lunch,pizza,please,snack,,,,,,,,,,,,,
D,沼泽音乐,乐队,音乐,玩,安静的,沼泽,所有的,,,,,,,,,,,,,,,
D,Swamp Music,band,music,play,quiet,swamp,whole,,,,,,,,,,,,,,,
D,连指手套,蚂蚁,熊,冠蓝鸦,寒冷的,狐狸,手套,兔子,壁球,挤,压扁,温暖的,,,,,,,,,,
D,The Mitten,ant,bear,blue jay,cold,fox,mitten,rabbit,squash,squeeze,squish,warm,,,,,,,,,,
D,石汤,带来,盛宴,饥饿的,主意,汤,石头,,,,,,,,,,,,,,,
D,Stone Soup,brought,feast,hungry,idea,soup,stone,,,,,,,,,,,,,,,
D,小潜鸟,独自的,寒冷的,孤独,潜鸟,困,游泳,温暖的,,,,,,,,,,,,,,
D,Little Loon,alone,cold,lonely,loon,sleepy,swam,warm,,,,,,,,,,,,,,
D,选择一个馅饼,黑莓,杯子,足够的,挑选的,馅饼,足够,,,,,,,,,,,,,,,
D,Pick a Pie,blackberries,cups,enough,picked,pie,plenty,,,,,,,,,,,,,,,
D,不要吃那个！,发现,吃,饥饿的,空间,垃圾,树,,,,,,,,,,,,,,,
D,Do Not Eat That !,finds,eat,hungry,space,trash,tree,,,,,,,,,,,,,,,
D,穿什么,壁橱,衣服,给出,空间,风格,需要,,,,,,,,,,,,,,,
D,What to Wear,closet,clothes,gives,space,style,takes,,,,,,,,,,,,,,,
D,沉默E,改变,听到,意思是,沉默的,声音,字,,,,,,,,,,,,,,,
D,Silent E,change,hears,mean,silent,sound,words,,,,,,,,,,,,,,,
D,我们如何去学校,孩子们,世界,不同的,方式,骑,驴,雪橇,,,,,,,,,,,,,,
D,How We Get to School,children,world,different,way,ride,donkey,sled,,,,,,,,,,,,,,
D,轮子,车轮,卡车,爬坡道,栅栏,场地,奶牛,谷仓,鸡,桥,河,镇,,,,,,,,,,
D,The Wheel,wheel,truck,hill,fence,field,cow,barn,chicken,bridge,river,town,,,,,,,,,,
D,这些蜜蜂,鸟舍,日志,巴士站,邮箱,家,需要,,,,,,,,,,,,,,,
D,These Bees,birdhouse,log,bus stop,mailbox,home,need,,,,,,,,,,,,,,,
D,这么多鱼,明亮的,闪亮的,想要,斑,可怕的,有条纹的,,,,,,,,,,,,,,,
D,So Many Fish,bright,shiny,fancy,spotted,scary,striped,,,,,,,,,,,,,,,
E,北极动物,鹿角,北极,驯鹿,打猎,虎鲸,包,,,,,,,,,,,,,,,
E,Arctic Animals,antlers,Arctic,caribou,hunt,orcas,packs,,,,,,,,,,,,,,,
E,关于虎鲸的一切,呼吸,海豚,猎人,哺乳动物,虎鲸,包,,,,,,,,,,,,,,,
E,All About Orcas,breathe,dolphins,hunters,mammals,orcas,packs,,,,,,,,,,,,,,,
E,哪棵树,空洞的,根,锋利的,糖浆,树干,伞,,,,,,,,,,,,,,,
E,Which Tree,hollow,roots,sharp,syrup,trunk,umbrella,,,,,,,,,,,,,,,
E,植物和动物居住的地方,沙漠,干燥,热的,海洋,咸,山,高的,陡,平原,长满青草的,平坦的,河流,雨林,湿的,苔原,寒冷的,,,,,
E,Places Plants and Animals Live,deserts,dry,hot,oceans,salty,mountains,tall,steep,plains,grassy,flat,rivers,rainforests,wet,tundra,cold,,,,,
E,雪不够,家庭,堡,山,雪球,挖,隧道,冬天,乐趣,今晚,回到,铲,人行道,,,,,,,,,
E,Not Enough Snow,family,fort,mountain,snowballs,dig,tunnels,winter,fun,tonight,back on,shovel,sidewalk,,,,,,,,,
E,我是你的新植物,锅,土壤,水,阳光,公司,注意力,病人,讲话,唱歌,魔法,技巧,生长,,,,,,,,,
E,I Am Your New Plant,pot,soil,water,sunlight,company,attention,patient,talk,sing,magic,tricks,grow,,,,,,,,,
E,乡村动物,鹿,树枝,知更鸟,巢穴,松鼠,坚果,鹅,鸭子,游泳,湖泊,浣熊,洗,食物,狐狸,跑步,玩,领域,奶牛,草,老鼠,谷物
E,Country Animals,deer,twigs,robins,nests,squirrels,nuts,geese,ducks,swim,lakes,raccoons,wash,food,foxes,run,play,fields,cows,grass,mice,grains
E,那个袋子里有什么,婴儿,兔耳袋狸,考拉,袋鼠,小袋,小袋鼠,,,,,,,,,,,,,,,
E,What's In That Pouch,baby,bilbies,koala,kangaroo,pouch,wallaby,,,,,,,,,,,,,,,
E,在山里,动物,任何事物,花栗鼠,毛茸茸的,灰色的,饥饿的,生活,许多,山,自豪的,狡猾,小的,松鼠,有条纹的,强的,,,,,,
E,In the Mountains,animals,anything,chipmunk,furry,gray,hungry,lives,many,mountains,proud,sly,small,squirrel,striped,strong,,,,,,
E,第一个草莓,盛开,水果,修补,害虫,传播,草莓,顺序,,,,,,,,,,,,,,
E,The First Strawberry,bloom,fruits,patch,pests,spread,strawberries,sequence,,,,,,,,,,,,,,
E,四个季节,落下,雪,春天,夏天,风,冬天,更冷,季节,更长,更短,,,,,,,,,,,
E,The Four Seasons,fall,snow,spring,summer,winds,winter,colder,seasons,longer,shorter,,,,,,,,,,,
E,风暴,云,闪电,雨,天空,雷,风,吹,崩溃,较暗,闪烁,收集,,,,,,,,,,
E,The Storm,clouds,lightning,rain,sky,thunder,winds,blow,crashes,darker,flashes,gather,,,,,,,,,,
E,和妈妈一起散步,挑选的,弹出,成熟,草莓,荒野,树林,,,,,,,,,,,,,,,
E,A Walk With Mom,picked,popped,ripe,strawberry,wild,woods,,,,,,,,,,,,,,,
E,树懒想打瞌睡,忘记了,嘈杂,雨林,树懒,打瞌睡,疲劳的,,,,,,,,,,,,,,,
E,Sloth Wants to Snooze,forgot,noisy,rainforest,sloth,snooze,tired,,,,,,,,,,,,,,,
E,类宠物,关心,类,豚鼠,仓鼠,宠物,吱,,,,,,,,,,,,,,,
E,Class Pets,Care,classes,guinea pig,hamster,pets,squeak,,,,,,,,,,,,,,,
E,城市动物,狗,鸭子,鹅,鹰派,老鼠,负鼠,鸽子,浣熊,松鼠,动物,城市,,,,,,,,,,
E,City Animals,dogs,ducks,geese,hawks,mice,opossums,pigeons,raccoons,squirrels,animals,cities,,,,,,,,,,
E,动物,动物,骆驼,大象,麋鹿,狐狸,长颈鹿,河马,北极熊,斑马,,,,,,,,,,,,
E,Animals,Animals,camels,elephants,elk,foxes,giraffes,hippos,polar bears,zebras,,,,,,,,,,,,
E,关于土狼的一切,郊狼,窝点,嗥,哺乳动物,包,幼崽,细节,主意,主要的,,,,,,,,,,,,
E,All About Coyotes,coyotes,dens,howl,mammals,packs,pups,detail,idea,main,,,,,,,,,,,,
E,潮汐池中的形状,动物,爪子,螃蟹,蚌,椭圆形,水池,岩石,形状的,海岸,蜗牛,海星,潮,三角形,,,,,,,,
E,Shapes in Tide Pools,animals,claws,crab,mussel,oval,pools,rocky,shaped,shores,snail,starfish,tide,triangle,,,,,,,,
E,各类乐器,弓,嗡嗡声,仪器,音乐,声音,字符串,,,,,,,,,,,,,,,
E,All Kinds of Musical Instruments,bow,buzz,instruments,music,sounds,strings,,,,,,,,,,,,,,,
E,有多少颗牙齿,不同的,獠牙,数字,负鼠,牙齿,吸血蝙蝠,分类,信息,,,,,,,,,,,,,
E,How Many Teeth,different,fangs,numbers,opossum,teeth,vampire bat,classify,information,,,,,,,,,,,,,
E,距离升空还有五秒,升空,控制室,火箭,秒,空间,霸王龙,,,,,,,,,,,,,,,
E,Five Seconds to Blastoff,blastoff,control room,rocket,seconds,space,T.rex,,,,,,,,,,,,,,,
E,艾娃是素食主义者,奶制品,谷物,地面,麦片,豆腐,素食主义者,不同的,相同的,,,,,,,,,,,,,
E,Ava Is a Vegan,dairy,grains,ground,oatmeal,tofu,vegan,different,same,,,,,,,,,,,,,
E,疯狂蛋糕,不同之处,地球,电,回收,重用,趋向,作者,目的,,,,,,,,,,,,,
E,Crazy Cakes,difference,Earth,electricity,recycle,reuse,tend,author,purpose,,,,,,,,,,,,,
E,滑板,比赛,头盔,垫,骑,滑板,技巧,细节,主意,主要的,,,,,,,,,,,,
E,Skateboards,contests,helmets,pads,ride,skateboard,tricks,detail,idea,main,,,,,,,,,,,,
E,城市地点,公园,停车库,摩天大楼,体育场,店铺,动物园,城市,地方,,,,,,,,,,,,,
E,City Places,park,parking garage,skyscraper,stadium,store,zoo,city,place,,,,,,,,,,,,,
E,让我们来做柠檬水吧,柠檬,投手,点,挤,甜的,渴,卷,种子,洒,黏,,,,,,,,,,,
E,Let's Make Lemonade,lemons,pitcher,spot,squeeze,sweet,thirsty,roll,seeds,spill,sticky,,,,,,,,,,,
E,说奶酪,气泡,刻录机,凝乳,流走,过滤器,乳清,,,,,,,,,,,,,,,
E,Say Cheese,bubbles,burner,curd,drain,strainer,whey,,,,,,,,,,,,,,,
E,让我们来雕刻一个南瓜吧,雕刻,画,光,南瓜,舀,种子,,,,,,,,,,,,,,,
E,Let's Carve a Pumpkin,carve,draw,light,pumpkin,scoop,seed,,,,,,,,,,,,,,,
E,父亲节没什么好说的,电脑游戏,碰撞,足够的,每个人,袜子,领带,,,,,,,,,,,,,,,
E,Nothing for Father's Day,computer game,crash,enough,everyone,socks,ties,,,,,,,,,,,,,,,
E,卡登的宽扎节,非洲人,美国人,庆祝,工艺,盛宴,遗产,宽扎节,,,,,,,,,,,,,,
E,Kaden’s Kwanzaa,African,American,celebrates,crafts,feast,heritage,Kwanzaa,,,,,,,,,,,,,,
E,斜塔,钟楼,倾斜,比萨,安全的,重量,工人,,,,,,,,,,,,,,,
E,The Leaning Tower,bell tower,lean,Pisa,safe,weights,workers,,,,,,,,,,,,,,,
E,再见雪,已删除,铲,雪堆,融雪机,吹雪机,扫雪机,,,,,,,,,,,,,,,
E,Goodbye Snow,removed,shovel,snow dumps,snow melter,snowblower,snowplow,,,,,,,,,,,,,,,
E,泥泞的靴子,覆盖,混乱,拖把,注意到,某人,曲目,,,,,,,,,,,,,,,
E,Muddy Boots,covered,mess,mop,noticed,someone,tracks,,,,,,,,,,,,,,,
E,关爱地球,不同之处,地球,电,回收,重用,趋向,,,,,,,,,,,,,,,
E,Caring for Earth,difference,Earth,electricity,recycle,reuse,tend,,,,,,,,,,,,,,,
E,在牛仔竞技表演,桶,皮带扣,野马队,公牛队,骑,牛仔竞技表演,,,,,,,,,,,,,,,
E,At the Rodeo,barrels,belt buckles,broncos,bulls,ride,rodeo,,,,,,,,,,,,,,,
E,饭盒,常见的,想要,饭盒,清楚的,矩形,圆形的,,,,,,,,,,,,,,,
E,Lunch Boxes,common,fancy,lunch boxes,plain,rectangles,round,,,,,,,,,,,,,,,
E,农贸市场万岁,艺术家,贝克,乐队,农民,园丁,市场,,,,,,,,,,,,,,,
E,Hooray for the Farmer's Market,artist,baker,band,farmer,gardener,market,,,,,,,,,,,,,,,
E,了不起的菲尔,采纳,让步,脸,孤儿,宽慰,辛劳,最后,,,,,,,,,,,,,,
E,Fantastic Phil,adopt,budge,face,orphan,relief,toil,finally,,,,,,,,,,,,,,
E,男鞋,海滩,夹板,舞蹈,人字拖,登山靴,男人,公园,泵,鞋,拖鞋,运动鞋,雪,足球,运动,艰难的,温暖的,穿,冬天,女性,树林,工作靴
E,Shoes Men Wear,beach,cleats,dance,flip-flops,hiking boots,men,park,pumps,shoes,slippers,sneakers,snow,soccer,sport,tough,warm,wear,winter,women,woods,work boots
E,女鞋,海滩,夹板,舞蹈,人字拖,登山靴,男人,公园,泵,鞋,拖鞋,运动鞋,雪,足球,运动,艰难的,温暖的,穿,冬天,女性,树林,工作靴
E,Shoes Women Wear,beach,cleats,dance,flip-flops,hiking boots,men,park,pumps,shoes,slippers,sneakers,snow,soccer,sport,tough,warm,wear,winter,women,woods,work boots
E,准备上学,背包,早餐,到处,朋友们,周一,纸,铅笔,星期日,牙齿,,,,,,,,,,,,
E,Getting Ready for School,backpacks,breakfast,everywhere,friends,Monday,paper,pencils,Sunday,teeth,,,,,,,,,,,,
E,停止打鼾,仪器,高声,打鼾,挤,风格,唤醒,,,,,,,,,,,,,,,
E,Stop Snoring,instruments,loudly,snoring,squeeze,style,wake,,,,,,,,,,,,,,,
E,当我长大后,独自的,任何事物,经过,曲奇饼,驾驶,吃,工作,晚的,牛奶,电影,我,购物,停留,,,,,,,,
E,When I Grow Up,alone,anything,by,cookies,drive,eat,job,late,milk,movies,myself,shopping,stay,,,,,,,,
E,如何系鞋带,叉,脸,蕾丝,捏,抵达,紧的,通过,使用,,,,,,,,,,,,,
E,How to Tie Your Shoes,cross,face,lace,pinch,reach,tight,through,use,,,,,,,,,,,,,
E,结交树朋友,苹果,桦木,榆树,枫,橡木,松树,柳,,,,,,,,,,,,,,
E,Make a Tree Friend,apple,birch,elm,maple,oak,pine,willow,,,,,,,,,,,,,,
E,我们在学校做的工作,集电极,职位,领导者,经过,储蓄者,学生,活力,,,,,,,,,,,,,,
E,Jobs We Do at School,collector,jobs,leader,pass,saver,students,energy,,,,,,,,,,,,,,
E,盒子里有什么,掉落,尼克斯队,邮件,放置,砸碎,特快专递,盖章,撕裂,扔掉,,,,,,,,,,,,
E,What Is in the Box,dropped,knocks,mail,placed,smashed,Special Delivery,stamped,torn,tossed,,,,,,,,,,,,
E,比赛,长椅,休息,竞赛,更远,最远的,矿,下一个,过去的,种子,吐,,,,,,,,,,,
E,The Contest,bench,break,contest,farther,farthest,mine,next,past,seed,spit,,,,,,,,,,,
E,拥抱,巨大的,巨大的,巨大的,悲惨的,烂,糟糕的,最喜欢的,可怕,,,,,,,,,,,,,
E,Hugs,enormous,giant,huge,miserable,rotten,terrible,favorite,horrible,,,,,,,,,,,,,
E,失物招领,警卫,丢失的,安全的,销售员,陌生人,制服,尽管,,,,,,,,,,,,,,
E,Lost and Found,guard,lost,safe,salesperson,stranger,uniform,though,,,,,,,,,,,,,,
E,多莉的戏剧女王日,气息,戏剧女王,有趣的,抽泣着,溢出的,跺脚,,,,,,,,,,,,,,,
E,Dolly's Drama Queen Day,breath,drama queen,funny,sobbed,spilled,stomped,,,,,,,,,,,,,,,
E,班级宠物,喂养,帮助,问题,解决,转动,通缉,问题,解决方案,,,,,,,,,,,,,
E,The Class Pet,feed,help,problems,solve,turn,wanted,problem,solution,,,,,,,,,,,,,
E,冬季运动,攀登,冰球,滑雪,单板滑雪,雪鞋行走,运动的,分类,信息,,,,,,,,,,,,,
E,Winter Sports,climbing,ice hockey,skiing,snowboarding,snowshoeing,sports,classify,information,,,,,,,,,,,,,
E,餐车,烧烤,人群,厨房,海鲜,炸玉米饼,品尝,,,,,,,,,,,,,,,
E,Food Trucks,barbecue,crowds,kitchen,seafood,tacos,taste,,,,,,,,,,,,,,,
E,沐浴时间,洗澡,气泡,纸条,时间,浴缸,拖船,,,,,,,,,,,,,,,
E,Bath Time,bath,bubbles,slips,time,tub,tugboat,,,,,,,,,,,,,,,
E,各类工厂,建筑物,商品,机器,部分,机器人,轮流,,,,,,,,,,,,,,,
E,All Kinds of Factories,buildings,goods,machines,parts,robots,turns,,,,,,,,,,,,,,,
E,第一次的一天,令人兴奋的,第一的,年级,学习,见面,盒,,,,,,,,,,,,,,,
E,A Day of Firsts,exciting,first,grade,learn,meet,pack,,,,,,,,,,,,,,,
E,各类农场,鸡,棉布,奶牛,水果,羊,蔗,苹果,早餐,黄油,奶酪,衣服,鸡蛋,牛奶,,,,,,,,
E,All Kinds of Farms,chickens,cotton,cows,fruits,sheep,sugarcane,apples,breakfast,butter,cheese,clothes,eggs,milk,,,,,,,,
E,我很感激,卷曲,音乐,展示,感恩的,火车,旅行,,,,,,,,,,,,,,,
E,I Am Thankful,curly,music,show,thankful,trains,trips,,,,,,,,,,,,,,,
E,制作披萨,奶酪,意大利辣香肠,比萨,酱,传播,折腾,平坦的,高的,烤箱,圆形的,,,,,,,,,,,
E,Making Pizza,cheese,pepperoni,pizza,sauce,spread,toss,flat,high,oven,round,,,,,,,,,,,
E,姐妹C,天花板,水泥,谷物,音乐会,难的,柔软的,比较,对比,,,,,,,,,,,,,
E,The Sisters C,ceiling,cement,cereal,concerts,hard,soft,compare,contrast,,,,,,,,,,,,,
E,缝合谁,喙,毛毡,猫头鹰,别针,缝,馅,使用,,,,,,,,,,,,,,
E,Sew Who,beak,felt,owl,pin,sew,stuffing,use,,,,,,,,,,,,,,
E,祖父母节,烘烤,祖父母,钢琴,分享,一起,手表,,,,,,,,,,,,,,,
E,Grandparents Day,bakes,grandparents,piano,share,together,watches,,,,,,,,,,,,,,,
E,任医生,疼痛,兄弟,咳嗽,医生,耳痛,父亲,祖父,祖母,膝盖,母亲,姐姐,僵硬的,喉,兽医,,,,,,,
E,Doctor Jen,ache,brother,cough,doctor,earache,father,grandfather,grandmother,knees,mother,sister,stiff,throat,vet,,,,,,,
E,我想成为,艺术家,宇航员,芭蕾舞演员,牛仔,美人鱼,海盗,小丑,音乐家,动物园管理员,,,,,,,,,,,,
